nama_usaha,laba,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,tahun_berdiri,status_legalitas,marketplace,kapasitas_produksi,aset,omset,biaya_karyawan,jumlah_pelanggan,Cluster_KMeans_cat_a,Cluster_KMeans_cat_b,CrossCluster,klas_laba
UD. Tama Rejo,36792526.0,1.0,49.0,19.0,2000.0,0.0,3.0,295.0,1246197.0,38038723.0,204000000.0,295.0,1,0,10,untung
UD. Gusti Wacana,3302788.0,5.0,30.0,59.0,2002.0,1.0,2.0,98.0,5149021.0,8451809.0,267000000.0,98.0,1,0,10,untung
UD. Pipit Mardika,-5464390.0,1.0,61.0,17.0,2019.0,1.0,0.0,498.0,6861646.0,1397256.0,234000000.0,498.0,0,1,1,rugi
UD. Maudy Widjaja,43779214.0,5.0,26.0,91.0,2016.0,1.0,1.0,183.0,5132109.0,48911323.0,351000000.0,183.0,0,0,0,untung
UD. Gisel Lingga,2322420.0,5.0,96.0,71.0,2002.0,0.0,0.0,900.0,8440513.0,10762933.0,501000000.0,900.0,1,1,11,untung
UD. Grego Jatiwangi Leni,25608283.0,5.0,43.0,32.0,2014.0,0.0,0.0,570.0,9391020.0,34999303.0,225000000.0,570.0,0,1,1,untung
UD. Grego Gita,7434476.0,4.0,19.0,61.0,2021.0,0.0,4.0,213.0,4153729.0,11588205.0,240000000.0,563.4,0,0,0,untung
UD. Yumna Kulon,25432814.0,1.0,34.0,21.0,2009.0,0.0,4.0,636.0,4087259.0,29520073.0,165000000.0,636.0,1,0,10,untung
UD. Ovan Adikara,3377318.0,4.0,7.0,19.0,2015.0,0.4,3.0,115.0,4398664.0,7775982.0,78000000.0,115.0,0,0,0,untung
UD. Fatimah Hilir,17467696.0,5.0,92.0,96.0,2015.0,0.0,2.0,105.0,1975912.0,19443608.0,564000000.0,105.0,0,0,0,untung
UD. Kirana Pelangi,45140037.0,4.0,13.0,57.0,2003.0,0.0,0.0,246.0,4693269.0,49833306.0,210000000.0,246.0,1,0,10,untung
UD. Oki Trijaya,19578491.0,1.0,78.0,57.6,2021.0,0.0,1.0,459.0,2385095.0,21963586.0,339000000.0,675.2,0,0,0,untung
UD. Anang Raharja,17049775.0,2.0,71.0,8.0,2003.0,0.0,0.0,945.0,8772916.0,25822691.0,237000000.0,945.0,1,1,11,untung
UD. Romi Jaya,33643974.0,2.0,46.0,20.0,2024.0,0.0,0.0,417.0,6299753.0,39943727.0,198000000.0,417.0,0,1,1,untung
UD. Khalid Jati,38789157.0,4.0,64.0,95.0,2014.0,0.0,3.0,346.0,4215283.0,43004440.0,477000000.0,346.0,0,0,0,untung
UD. Utha Sasmita,38534138.0,5.0,35.0,27.0,2010.0,0.0,4.0,905.0,6307122.0,44841260.0,186000000.0,905.0,1,1,11,untung
UD. Laila Baswara,1011520.0,2.0,84.0,14.0,2002.0,1.0,4.0,401.0,9995436.0,11006956.0,294000000.0,401.0,1,1,11,untung
UD. Wenny Ilir,22803959.0,1.0,93.0,90.0,2013.0,0.0,3.0,446.0,6121840.0,28925799.0,549000000.0,446.0,0,1,1,untung
UD. Echa Swargaloka,12919849.0,4.0,44.0,79.0,2019.0,1.0,4.0,908.0,5131162.0,18051011.0,255000000.0,908.0,0,1,1,untung
UD. Mirna Sumringah Qanita,33734012.0,5.0,45.0,43.0,2020.0,1.0,0.0,964.0,1753413.2,35073952.0,264000000.0,964.0,0,0,0,untung
UD. Krisna Citra Barokah,40523184.0,4.0,5.0,30.0,2013.0,0.0,4.0,195.0,4849710.0,45372894.0,105000000.0,195.0,0,0,0,untung
UD. Iman Agung,36597052.0,2.0,71.0,32.0,2001.0,0.0,3.0,388.0,2567919.0,39164971.0,309000000.0,388.0,1,0,10,untung
UD. Ina Ratu,-557160.0,1.0,49.0,27.0,2021.0,0.0,3.0,496.0,5943099.0,5385939.0,228000000.0,496.0,0,1,1,rugi
UD. Qira Bersemi,21716111.6,2.0,93.0,22.0,2024.0,0.0,0.0,666.0,9365677.0,31017867.0,345000000.0,666.0,0,1,1,untung
UD. Echa Persada,18287623.0,1.0,55.0,55.0,2008.0,1.0,4.0,921.0,6728050.0,25015673.0,330000000.0,921.0,1,1,11,untung
UD. Hasna Anggara,17771985.0,1.0,85.0,39.0,2008.0,0.0,0.0,121.0,2290854.0,20062839.0,372000000.0,121.0,1,0,10,untung
UD. Naufal Wicaksana,24948655.0,4.0,14.0,21.0,2015.0,1.0,1.0,618.0,6225963.0,31174618.0,105000000.0,618.0,0,1,1,untung
UD. Vidi Sukma,36432494.0,2.0,64.0,74.0,2007.0,0.0,3.0,643.0,2179813.0,38612307.0,414000000.0,643.0,1,0,10,untung
UD. Putri Jatinagara,24015989.0,3.0,12.0,86.0,2021.0,1.0,2.0,13.0,7545759.0,31561748.0,294000000.0,13.0,0,1,1,untung
UD. Zahra Gunawan,6831615.0,2.0,48.0,57.0,2000.0,1.0,2.0,119.0,8729846.0,15561461.0,315000000.0,119.0,1,1,11,untung
UD. Uti Wijaya,34355374.0,4.0,44.0,63.0,2006.0,0.0,3.0,382.0,2158741.0,36514115.0,321000000.0,382.0,1,0,10,untung
UD. Syifa Surapati,6268170.0,4.0,0.0,22.0,2006.0,1.0,2.0,803.0,9842578.0,16110748.0,66000000.0,803.0,1,1,11,untung
UD. Yuli Anindita,23857181.0,5.0,63.0,83.0,2023.0,1.0,0.0,719.0,4952422.0,28809603.0,438000000.0,719.0,0,0,0,untung
UD. Iqra Tejakencana,8505917.0,2.0,45.0,0.0,2005.0,0.0,1.0,86.0,1330844.0,9900663.0,135000000.0,86.0,1,0,10,untung
UD. Hesti Kayastha,41692193.0,5.0,94.0,78.0,2019.0,0.0,4.0,860.0,4368425.0,46060618.0,516000000.0,860.0,0,0,0,untung
UD. Pipit Darma,13773060.0,4.0,95.0,81.0,2022.0,1.0,1.0,708.0,849263.0,14622323.0,528000000.0,708.0,0,0,0,untung
UD. Oniel Anggara,39683539.0,5.0,84.0,87.0,2018.0,0.0,2.0,671.0,3528464.0,43212003.0,513000000.0,671.0,0,0,0,untung
UD. Udin Nusa,31371883.0,2.0,8.0,28.0,2000.0,1.0,2.0,733.0,5285138.0,36657021.0,108000000.0,733.0,1,1,11,untung
UD. Jordi Sukarela,39485934.0,1.0,59.0,46.0,2002.0,0.0,4.0,765.0,7758478.0,47244412.0,315000000.0,765.0,1,1,11,untung
UD. Mega Tunggal,23430053.0,4.0,55.0,86.0,2000.0,1.0,2.0,378.0,9086816.0,32516869.0,423000000.0,378.0,1,1,11,untung
UD. Rahmat Widhi,8296592.0,5.0,3.0,43.0,2009.0,0.0,4.0,487.0,9108956.0,17405548.0,138000000.0,487.0,1,1,11,untung
UD. Salsa Trisula,35592941.0,1.0,9.0,53.0,2012.0,1.0,2.0,903.0,9218781.0,44811722.0,186000000.0,903.0,1,1,11,untung
UD. Yasir Bratadikara,23521513.0,2.0,77.0,31.0,2002.0,0.0,4.0,504.0,8557298.0,32078811.0,324000000.0,504.0,1,1,11,untung
UD. Fauzan Jagad,19159694.0,5.0,88.0,58.0,2009.0,0.0,0.0,449.0,8653012.0,27812706.0,438000000.0,449.0,1,1,11,untung
UD. Okta Cahyaningrat,39413282.0,2.0,75.0,29.0,2005.0,0.0,4.0,56.0,3139399.0,42552681.0,312000000.0,56.0,1,0,10,untung
UD. Odie Wijaya,4115880.0,5.0,91.0,70.0,2016.0,1.0,3.0,948.0,777306.0,4893186.0,483000000.0,948.0,0,0,0,untung
UD. Ciko Bagaskara,33856960.0,4.0,42.0,88.0,2016.0,1.0,1.0,387.0,9783284.0,43640244.0,390000000.0,387.0,0,1,1,untung
UD. Gadis Ayodya,7573702.0,4.0,52.0,28.0,2014.0,0.0,1.0,134.0,576981.0,8150683.0,240000000.0,134.0,0,0,0,untung
UD. Hasna Dewangga,7653672.0,1.0,8.0,88.0,2003.0,1.0,3.0,521.0,7559513.0,15213185.0,288000000.0,521.0,1,1,11,untung
UD. Habib Lintang,9778954.0,5.0,63.0,82.0,2010.0,1.0,0.0,612.0,874146.0,10653100.0,435000000.0,612.0,1,0,10,untung
UD. Candra Raharja,8925610.0,4.0,95.0,43.0,2022.0,0.0,0.0,289.0,3314401.0,12240011.0,414000000.0,289.0,0,0,0,untung
UD. Berlian Bratadikara,40708445.0,5.0,13.0,84.0,2022.0,0.0,2.0,755.0,586450.0,41294895.0,291000000.0,755.0,0,0,0,untung
UD. Nadia Sudharmo,31570730.0,2.0,38.0,87.0,2007.0,1.0,0.0,298.0,8401307.0,39972037.0,375000000.0,298.0,1,1,11,untung
UD. Jihan Ceria,40709213.0,5.0,73.0,37.0,2003.0,0.0,2.0,84.0,8841812.0,49551025.0,330000000.0,84.0,1,1,11,untung
UD. Lidya Padi,24715882.0,4.0,73.0,32.0,2020.0,0.0,2.0,306.0,6668542.0,31384424.0,315000000.0,306.0,0,1,1,untung
UD. Kirana Wacana,16020538.0,1.0,0.0,89.0,2021.0,1.0,4.0,586.0,8701546.0,24722084.0,267000000.0,586.0,0,1,1,untung
UD. Yoga Purnama,22648674.0,5.0,83.0,39.0,2023.0,0.0,2.0,78.0,7211243.0,29859917.0,366000000.0,78.0,0,1,1,untung
UD. Zahra Permai,18554623.0,1.0,17.0,12.0,2010.0,0.0,0.0,206.0,1948759.0,20503382.0,87000000.0,206.0,1,0,10,untung
UD. Nisa Agastya Erlangga,26759669.0,1.0,40.0,1.0,2002.0,0.0,0.0,56.0,1089686.0,27849355.0,123000000.0,56.0,1,0,10,untung
UD. Kiki Hilir Inten,-3084748.0,5.0,60.0,42.0,2005.0,1.0,2.0,985.0,4931059.0,1846311.0,306000000.0,985.0,1,0,10,rugi
UD. Putri Pramudita,31382823.0,2.0,34.0,64.0,2010.0,1.0,4.0,893.0,9327237.0,40710060.0,294000000.0,893.0,1,1,11,untung
UD. Jibril Baskara Kirana,1305275.0,2.0,71.0,33.0,2022.0,1.0,3.0,307.0,7770062.0,9075337.0,312000000.0,307.0,0,1,1,untung
UD. Chika Merdeka,30214575.0,2.0,75.0,57.0,2001.0,0.0,2.0,794.0,9038039.0,39252614.0,396000000.0,794.0,1,1,11,untung
UD. Heri Baru,-5100947.0,1.0,33.0,19.0,2023.0,0.0,4.0,896.0,7673178.0,2572231.0,156000000.0,896.0,0,1,1,rugi
UD. Esa Pramana,12546276.0,4.0,97.0,0.0,2000.0,0.0,1.0,107.0,9148502.0,21694778.0,291000000.0,107.0,1,1,11,untung
UD. Hendra Arya,21343507.0,2.0,32.0,40.0,2022.0,0.0,0.0,247.0,9118845.0,30462352.0,216000000.0,247.0,0,1,1,untung
UD. Kamil Pagi,5550753.0,5.0,20.0,25.0,2021.0,1.0,3.0,847.0,5342293.0,10893046.0,135000000.0,847.0,0,1,1,untung
UD. Niken Bratadikara,28597198.0,1.0,21.0,61.0,2005.0,1.0,3.0,776.0,6355738.0,34952936.0,246000000.0,776.0,1,1,11,untung
UD. Inten Sukma,4461243.0,4.0,68.0,83.0,2023.0,1.0,3.0,113.0,9598306.0,14059549.0,453000000.0,113.0,0,1,1,untung
UD. Odie Mardika Eren,-2757681.0,1.0,23.0,81.0,2022.0,1.0,1.0,881.0,8641795.0,5884114.0,312000000.0,881.0,0,1,1,rugi
UD. Binar Wiratama Zahira,-6079863.0,5.0,49.0,39.0,2003.0,1.0,0.0,473.0,9452256.0,3372393.0,264000000.0,473.0,1,1,11,rugi
UD. Salsa Utama,31865948.0,2.0,22.0,99.0,2006.0,0.0,3.0,547.0,2341345.0,34207293.0,363000000.0,547.0,1,0,10,untung
UD. Chiko Darma,3011153.0,1.0,61.0,93.0,2014.0,1.0,0.0,999.0,6841134.0,9852287.0,462000000.0,999.0,0,1,1,untung
UD. Cinta Prajurit,12810769.4,2.0,25.0,91.0,2004.0,1.0,0.0,209.0,6040239.0,14611176.0,348000000.0,209.0,1,1,11,untung
UD. Jasmine Wisesa,22753369.0,5.0,49.0,17.0,2001.0,0.6,1.0,881.0,2972108.0,25725477.0,198000000.0,881.0,1,0,10,untung
UD. Clarissa Siang,29211335.0,2.0,61.0,28.0,2001.0,0.0,1.0,540.0,8834174.0,38045509.0,267000000.0,540.0,1,1,11,untung
UD. Tegar Wijaksana,-1792141.0,2.0,13.0,97.0,2005.0,1.0,1.0,958.0,7912779.0,6120638.0,330000000.0,958.0,1,1,11,rugi
UD. Utha Cinta,4751269.0,4.0,28.0,41.0,2007.0,1.0,1.0,451.0,2636966.0,7388235.0,207000000.0,451.0,1,0,10,untung
UD. Qasya Resaputra,12099333.0,1.0,42.0,25.0,2016.0,1.0,1.0,68.0,1478509.0,13577842.0,201000000.0,68.0,0,0,0,untung
UD. Farhan Wisnu,33729093.0,4.0,10.0,90.0,2002.0,0.0,2.0,77.0,7681651.0,41410744.0,300000000.0,77.0,1,1,11,untung
UD. Indira Tengah,8483492.0,5.0,62.0,94.0,2004.0,1.0,2.0,386.0,3514125.0,11997617.0,468000000.0,386.0,1,0,10,untung
UD. Yasir Madani,12417855.0,1.0,87.0,92.0,2001.0,0.0,4.0,278.0,9509916.0,21927771.0,537000000.0,278.0,1,1,11,untung
UD. Chintya Arya,18792899.0,5.0,53.0,12.0,2012.0,1.0,0.0,392.0,6877278.0,25670177.0,195000000.0,392.0,1,1,11,untung
UD. Marsya Kamajaya,14918199.0,4.0,46.0,99.0,2010.0,0.0,4.0,659.0,971497.0,15889696.0,435000000.0,659.0,1,0,10,untung
UD. Utami Kencana Mario,5746937.0,1.0,71.0,58.0,2002.0,0.0,0.0,574.0,3666755.0,9413692.0,387000000.0,574.0,1,0,10,untung
UD. Raka Mandala,-4761097.0,5.0,4.0,48.0,2024.0,1.0,0.0,538.0,8937372.0,4176275.0,156000000.0,538.0,0,1,1,rugi
UD. Hilmiyah Karya Nayla,9729956.0,2.0,24.0,32.0,2011.0,1.0,3.0,581.0,7220240.0,16950196.0,168000000.0,581.0,1,1,11,untung
UD. Yaniar Tirta Berlian,18833783.0,4.0,36.0,6.0,2024.0,0.0,0.0,869.0,6956380.0,25790163.0,282000000.0,869.0,0,1,1,untung
UD. Koko Wetan,13861733.0,4.0,89.0,25.0,2004.0,1.0,1.0,827.0,5534538.0,19396271.0,342000000.0,827.0,1,1,11,untung
UD. Karim Madusari,28408764.0,2.0,58.0,96.0,2015.0,1.0,1.0,363.0,7094446.0,35503210.0,462000000.0,363.0,0,1,1,untung
UD. Evan Satria,18153650.0,4.0,31.0,49.0,2013.0,1.0,3.0,862.0,4926914.0,23080564.0,240000000.0,862.0,0,0,0,untung
UD. Laila Cinta,7674398.0,4.0,16.0,18.0,2008.0,0.0,2.0,197.0,1413992.0,9088390.0,102000000.0,197.0,1,0,10,untung
UD. Winda Mahkota,1399360.0,1.0,47.0,65.0,2023.0,1.0,2.0,322.0,2667928.0,4067288.0,336000000.0,322.0,0,0,0,untung
UD. Najwa Bima,23636267.0,4.0,64.0,47.0,2001.0,0.0,2.0,367.0,7877963.0,31514230.0,333000000.0,367.0,1,1,11,untung
UD. Baim Utama Pipit,9183902.0,2.0,44.0,98.0,2007.0,0.0,1.0,249.0,8557870.0,17741772.0,426000000.0,249.0,1,1,11,untung
UD. Qira Suci,22692395.0,2.0,65.0,21.0,2016.0,0.0,3.0,340.0,3904323.0,26596718.0,258000000.0,340.0,0,0,0,untung
UD. Ojan Sangga,45262925.0,2.0,43.0,23.0,2013.0,1.0,2.0,372.0,914900.0,46177825.0,198000000.0,372.0,0,0,0,untung
UD. Silvi Mayang,33429991.0,5.0,70.0,32.0,2005.0,1.0,1.0,964.0,6006890.0,39436881.0,306000000.0,964.0,1,1,11,untung
UD. Heri Pagi,13204910.0,5.0,69.0,65.0,2018.0,0.0,2.0,579.0,5741073.0,18945983.0,402000000.0,754.0,0,1,1,untung
UD. Balqis Bahagia,19275809.0,5.0,62.0,70.0,2000.0,1.0,3.0,284.0,5109774.0,24385583.0,396000000.0,284.0,1,0,10,untung
UD. Echa Kulon,36329382.0,5.0,24.0,29.0,2020.0,0.0,4.0,480.0,7879687.0,44209069.0,246000000.0,480.0,0,1,1,untung
UD. Hendra Darma,38011898.0,4.0,8.0,35.0,2008.0,1.0,1.0,182.0,5338197.0,43350095.0,129000000.0,376.2,1,0,10,untung
UD. Putri Agung Alma,26661072.0,1.0,51.0,6.0,2023.0,0.0,4.0,305.0,4184349.0,30845421.0,171000000.0,305.0,0,0,0,untung
UD. Widya Adikara,16797078.0,1.0,44.0,72.0,2023.0,0.0,1.0,997.0,6413389.0,23210467.0,348000000.0,997.0,0,1,1,untung
UD. Abdi Karya,43321819.0,2.0,20.0,87.0,2014.0,1.0,3.0,92.0,2040268.0,45362087.0,321000000.0,92.0,0,0,0,untung
UD. Alya Dewangga Bambang,25462497.0,1.0,22.0,23.0,2011.0,0.0,0.0,172.0,4753601.0,30216098.0,135000000.0,172.0,1,0,10,untung
UD. Fauzan Luhur Lintang,-4949016.0,2.0,92.0,42.0,2015.0,0.0,2.0,36.0,8148778.0,3199762.0,402000000.0,36.0,0,1,1,rugi
UD. Shinta Setia,34650207.0,5.0,11.0,88.0,2021.0,1.0,3.0,100.0,6228852.0,40879059.0,297000000.0,100.0,0,1,1,untung
UD. Riyan Rejo,17174649.0,2.0,39.0,42.0,2012.0,0.0,3.0,221.0,9095447.0,26270096.0,243000000.0,221.0,0,1,1,untung
UD. Icha Senja Hesti,21936497.0,5.0,14.0,60.0,2013.0,0.0,0.0,606.0,5287799.0,27224296.0,222000000.0,606.0,0,1,1,untung
UD. Pio Agung,5032770.0,4.0,21.0,3.0,2010.0,0.0,3.0,569.0,5090432.0,10123202.0,72000000.0,569.0,1,0,10,untung
UD. Ulya Kelana,23468632.0,4.0,25.0,55.0,2022.0,0.0,0.0,533.0,5142508.0,28611140.0,240000000.0,533.0,0,0,0,untung
UD. Pipit Brata,31907449.0,5.0,40.0,2.0,2009.0,0.0,4.0,471.6,3881312.0,35788761.0,126000000.0,956.0,1,0,10,untung
UD. Zidan Mahkota Yana,35509633.0,5.0,3.0,16.0,2003.0,0.0,3.0,393.0,1871798.6,37244625.0,57000000.0,393.0,1,0,10,untung
UD. Sari Suryaatmaja,35612422.0,1.0,70.0,76.0,2022.0,1.0,3.0,289.0,8330592.0,43943014.0,438000000.0,289.0,0,1,1,untung
UD. Jihan Mardika,23698375.0,1.0,23.0,97.0,2006.0,1.0,0.0,700.0,5696241.0,29394616.0,360000000.0,700.0,1,1,11,untung
UD. Omar Bratadikara,44031096.0,2.0,4.0,98.0,2000.0,0.0,1.0,450.0,4638452.0,48669548.0,306000000.0,450.0,1,0,10,untung
UD. Livia Berkarya,22250732.0,5.0,94.0,8.0,2003.0,0.0,4.0,853.0,3920569.0,26171301.0,306000000.0,853.0,1,0,10,untung
UD. Novi Kusuma,1666849.0,2.0,81.0,55.0,2021.0,0.0,0.0,928.0,3474027.0,5140876.0,408000000.0,928.0,0,0,0,untung
UD. Fatiah Kayastha,15711384.0,2.0,27.0,75.0,2013.0,0.0,4.0,631.0,762719.0,16474103.0,306000000.0,631.0,0,0,0,untung
UD. Panji Sundawa,21482647.0,1.0,44.0,98.0,2019.0,1.0,2.0,112.0,2490684.0,23973331.0,426000000.0,112.0,0,0,0,untung
UD. Qasya Jagadmaya,1216239.0,5.0,51.0,54.0,2004.0,1.0,0.0,123.0,4923390.0,6139629.0,315000000.0,123.0,1,0,10,untung
UD. Fahmi Nirmala,29372915.0,1.0,45.0,20.0,2011.0,0.0,2.0,456.0,5393330.0,34766245.0,195000000.0,456.0,1,1,11,untung
UD. Hilmiyah Santosa,17913339.0,4.0,46.0,38.0,2023.0,0.0,4.0,594.2,9629601.0,27542940.0,252000000.0,82.0,0,1,1,untung
UD. Aqila Prajurit,5024781.0,4.0,98.0,97.0,2022.0,0.4,0.0,839.0,9586399.0,14611180.0,585000000.0,839.0,0,1,1,untung
UD. Nisa Utama,27406400.0,5.0,44.0,36.0,2023.0,0.0,4.0,660.0,1867620.0,29274020.0,240000000.0,660.0,0,0,0,untung
UD. Gisel Cendana,15104027.0,2.0,80.0,79.0,2022.0,0.0,3.0,318.0,3274033.0,18378060.0,477000000.0,318.0,0,0,0,untung
UD. Jihan Bijaksana,9271209.0,4.0,60.0,41.0,2002.0,0.0,1.0,802.0,5508176.0,14779385.0,303000000.0,717.6,1,1,11,untung
UD. Gerry Radhitya,18592938.0,2.0,18.0,91.0,2021.0,1.0,0.0,433.0,5433497.0,24026435.0,327000000.0,433.0,0,1,1,untung
UD. Pandu Jagadmaya,44048023.0,5.0,42.0,58.0,2001.0,1.0,1.0,826.0,929766.0,44977789.0,300000000.0,826.0,1,0,10,untung
UD. Laila Gandewa,5191711.0,2.0,24.0,21.0,2001.0,1.0,0.0,800.0,3527343.0,8719054.0,135000000.0,800.0,1,0,10,untung
UD. Santi Wicaksana,44532716.0,4.0,3.0,69.0,2010.0,0.0,4.0,696.0,1312350.0,45845066.0,216000000.0,696.0,1,0,10,untung
UD. Qisya Rejo,9645395.0,2.0,32.0,99.0,2022.0,0.0,0.0,133.0,9850370.0,19495765.0,393000000.0,133.0,0,1,1,untung
UD. Ziva Wangi Jojo,34142717.0,4.0,33.0,39.0,2003.0,0.0,1.0,154.0,8156846.0,42299563.0,216000000.0,154.0,1,1,11,untung
UD. Zidan Suryaatmaja,37128148.0,4.0,30.0,85.0,2008.0,0.0,2.0,506.0,5324895.0,42453043.0,345000000.0,506.0,1,1,11,untung
UD. Wulan Resmi,46593457.0,5.0,90.0,8.0,2024.0,1.0,3.0,343.0,2156320.0,48749777.0,294000000.0,343.0,0,0,0,untung
UD. Panji Wetan Maudy,19870586.0,2.0,94.0,43.0,2000.0,0.0,1.0,811.0,7236983.0,27107569.0,411000000.0,811.0,1,1,11,untung
UD. Wenda Wiratama,16747233.0,4.0,46.0,26.0,2017.0,1.0,4.0,267.0,6718760.0,23465993.0,216000000.0,267.0,0,1,1,untung
UD. Lidya Pramana,26013881.0,2.0,88.0,93.0,2020.0,1.0,0.0,663.0,5895243.0,31909124.0,543000000.0,663.0,0,1,1,untung
UD. Qyla Galang,41787055.0,5.0,88.0,86.0,2017.0,0.0,2.0,542.0,8194415.0,49981470.0,522000000.0,542.0,0,1,1,untung
UD. Syifa Suci,27723805.0,4.0,19.0,97.0,2001.0,0.0,0.0,983.0,5725891.0,33449696.0,348000000.0,983.0,1,1,11,untung
UD. Rafif Lingga,33191703.0,4.0,54.0,73.0,2020.0,1.0,2.0,630.0,1898976.0,35090679.0,381000000.0,630.0,0,0,0,untung
UD. Rian Utamaindah Tomi,10604911.0,2.0,86.0,56.0,2014.0,1.0,0.0,205.0,1774146.0,12379057.0,426000000.0,205.0,0,0,0,untung
UD. Kiki Kalbu,46879364.0,2.0,10.0,55.0,2006.0,1.0,4.0,777.0,1276145.0,48155509.0,195000000.0,777.0,1,0,10,untung
UD. Qira Tirta,18837058.0,1.0,67.0,79.0,2017.0,1.0,4.0,185.0,7010884.0,25847942.0,438000000.0,185.0,0,1,1,untung
UD. Gracia Raharja,27904060.0,1.0,61.0,49.0,2024.0,1.0,1.0,12.0,3298428.0,31202488.0,330000000.0,12.0,0,0,0,untung
UD. Jodi Hilir,22156213.0,1.0,2.0,40.0,2001.0,1.0,1.0,801.0,1343075.0,23499288.0,126000000.0,801.0,1,0,10,untung
UD. Ulil Merdeka,43572907.0,2.0,2.0,56.0,2023.0,1.0,0.0,431.0,632105.0,44205012.0,174000000.0,431.0,0,0,0,untung
UD. Pipit Pramudita,31871859.0,1.0,96.0,91.0,2004.0,1.0,2.0,37.0,6999342.0,38871201.0,561000000.0,37.0,1,1,11,untung
UD. Nando Suci,2099402.0,2.0,4.0,75.0,2017.0,0.0,0.0,712.0,8180986.2,10869782.0,237000000.0,712.0,0,1,1,untung
UD. Sekar Sidarta,17614552.0,5.0,22.0,11.0,2018.0,1.0,1.0,497.0,7997250.0,25611802.0,99000000.0,497.0,0,1,1,untung
UD. Hanafi Padi,46379448.0,2.0,66.0,24.0,2017.0,1.0,1.0,351.0,2513812.0,48893260.0,270000000.0,351.0,0,0,0,untung
UD. Sekar Pelangi,8500817.0,5.0,12.0,76.0,2023.0,0.0,0.0,647.0,9679611.0,18180428.0,264000000.0,647.0,0,1,1,untung
UD. Chika Sakti,40087169.0,2.0,31.0,57.0,2016.0,1.0,3.0,786.0,8179582.8,49847704.0,264000000.0,786.0,0,1,1,untung
UD. Cici Madya,27381542.0,5.0,8.0,39.0,2016.0,0.0,1.0,463.0,1857859.0,29239401.0,141000000.0,463.0,0,0,0,untung
UD. Citra Prana,40638767.0,4.0,68.0,33.0,2003.0,0.0,0.0,415.0,6591857.0,47230624.0,303000000.0,415.0,1,1,11,untung
UD. Rizki Warna,14522109.0,4.0,37.0,79.0,2004.0,1.0,2.0,758.0,6049555.0,20571664.0,348000000.0,758.0,1,1,11,untung
UD. Hendra Kawiswara Ilmi,20257793.0,5.0,47.0,91.0,2008.0,1.0,0.0,706.0,7498704.0,27756497.0,414000000.0,706.0,1,1,11,untung
UD. Tono Maju Arman,21997406.0,5.0,95.0,25.0,2017.0,0.0,0.0,52.0,1592785.0,23590191.0,360000000.0,52.0,0,0,0,untung
UD. Candra Gita,15025083.0,5.0,95.0,87.0,2007.0,0.0,3.0,648.0,6744406.0,21769489.0,546000000.0,648.0,1,1,11,untung
UD. Qayla Kusen,39777995.0,4.0,62.0,33.0,2008.0,0.0,2.0,376.0,7291561.0,47069556.0,285000000.0,376.0,1,1,11,untung
UD. Dito Trisaktiatma,28340750.0,5.0,22.0,10.0,2007.0,0.0,4.0,806.0,9739746.0,38080496.0,96000000.0,806.0,1,1,11,untung
UD. Farhan Mandala,10999235.0,5.0,11.0,35.0,2001.0,0.0,4.0,21.0,5856460.0,16855695.0,138000000.0,21.0,1,1,11,untung
UD. Fira Sehat,1358881.0,4.0,20.0,65.0,2010.0,1.0,4.0,611.0,7353913.0,8712794.0,255000000.0,611.0,1,1,11,untung
UD. Obed Wicaksana,21243807.0,1.0,35.0,48.0,2001.0,1.0,1.0,278.0,3233642.0,24477449.0,249000000.0,278.0,1,0,10,untung
UD. Gilangga Wiratama Desta,47282474.0,4.0,26.0,76.0,2016.0,1.0,3.0,354.0,2153261.0,49435735.0,306000000.0,354.0,0,0,0,untung
UD. Barokah Cerah,16884559.0,5.0,47.0,32.0,2001.0,1.0,2.0,568.0,2979564.0,19864123.0,237000000.0,568.0,1,0,10,untung
UD. Yuli Jayawarsa,24749419.0,2.0,23.0,35.0,2003.0,0.0,0.0,114.0,2213740.0,26963159.0,174000000.0,114.0,1,0,10,untung
UD. Sari Wening,2547295.0,2.0,83.0,98.0,2004.0,1.0,1.0,19.0,5770529.0,8317824.0,543000000.0,19.0,1,1,11,untung
UD. Umar Wangi,37499760.0,1.0,13.0,45.0,2011.0,1.0,3.0,696.0,2458479.0,39958239.0,174000000.0,696.0,1,0,10,untung
UD. Indah Pancasila,3667536.0,4.0,55.0,63.0,2012.0,1.0,0.0,744.0,7585336.0,11252872.0,315000000.0,744.0,1,1,11,untung
UD. Qayla Kusumajati,17823426.0,5.0,48.0,76.0,2017.0,0.0,3.0,136.0,1075458.0,18898884.0,372000000.0,136.0,0,0,0,untung
UD. Berlian Manggala,38797487.0,5.0,76.0,47.0,2017.0,0.0,2.0,275.0,1154342.0,39951829.0,369000000.0,275.0,0,0,0,untung
UD. Rafa Suci,27489337.0,2.0,14.0,47.0,2004.0,1.0,2.0,389.0,4272158.0,31761495.0,183000000.0,389.0,1,0,10,untung
UD. Inten Jayawarsa Rangga,-4739579.0,5.0,54.0,21.0,2013.0,1.0,0.0,358.0,7166040.0,2426461.0,225000000.0,358.0,0,1,1,rugi
UD. Uci Anggara Citra,13888056.0,2.0,9.0,88.0,2019.0,1.0,2.0,512.0,6616922.2,19969739.0,291000000.0,512.0,0,1,1,untung
